hall	en
w	ar
mesh	ar
a3ref	ar
wala	ar
so2al	ar

dr	en
rami	ne
qal	ar
enno	ar
el	ar
quiz	en
rah	ar
ykon	ar
sa3b	ar
kteer	ar

ya	ar
sahbi	ar
el	ar
assignment	en
taba3i	ar
khalas	ar
w	ar
saweyto	ar
kolo	ar

enta	ar
rayeh	ar
3al	ar
university	en
el	ar
yom	ar
wela	ar
la2	ar

ma	ar
3andi	ar
w2t	ar
la	ar
nnam	ar
w	ar
el	ar
midterm	en
ba3d	ar
bukra	ar

shlon	ar
el	ar
marks	en
taba3	ar
el	ar
math	en
zahqetna	ar
hal	ar
mowade	ar

ya	ar
zalameh	ar
ana	ar
ma	ar
ftahat	ar
el	ar
book	en
taba3	ar
el	ar
physics	en

inshaallah	ar
najeh	ar
bi	ar
el	ar
course	en
hadi	ar
w	ar
nerteah	ar

shu	ar
ra2yak	ar
ne3mel	ar
study	en
group	en
bi	ar
el	ar
library	en

el	ar
prof	en
cancel	en
el	ar
lecture	en
taba3	ar
el	ar
yawm	ar

ana	ar
daye3	ar
w	ar
mesh	ar
3aref	ar
shu	ar
el	ar
material	en
el	ar
required	en

tkallam	ar
ma3i	ar
ba3d	ar
el	ar
lecture	en
lanno	ar
ana	ar
busy	en

yalla	ar
ya	ar
shabab	ar
ne	ne
rouh	ar
3al	ar
cafeteria	en
neshrab	ar
gahwa	ar

el	ar
semester	en
hada	ar
kteer	ar
ta3eb	ar
w	ar
el	ar
pressure	en
3ali	ar

ya	ar
zalami	ar
el	ar
questions	en
taba3	en
el	ar
exam	en
kano	ar
kteer	ar
tough	en

min	ar
fadlak	ar
be3etli	ar
el	ar
notes	en
taba3	ar
el	ar
chapter	en
el	ar
awal	ar

ana	ar
raje3	ar
3al	ar
bayt	ar
lanno	ar
el	ar
battery	en
taba3	ar
el	ar
laptop	en
khalas	ar

marhaba	ar
ya	ar
shabab	ar
mitta	ar
baddkom	ar
nakhudh	ar
iftar	ar
together	en
this	en
week	en

ya	ar
rabei	ar
ana	ar
hungry	en
kill	en
me	en
w	ar
il	ar
soom	ar
ta3ab	ar
hal	ar
yom	ar

sho	ar
ra2ykom	ar
nrooh	ar
al	ar
majlis	ar
ba3d	ar
al	ar
tarawih	ar
night	en

ya	ar
kareem	ar
insha2allah	ar
god	en
help	en
us	en
fi	ar
hatha	ar
shahar	ar

ween	ar
nass	ar
ra7at	ar
ana	ar
waiting	en
anticipating	en
futoor	ar
min	ar
zaman	ar

ya	ar
akhi	ar
please	en
send	en
li	ar
location	en
mal	ar
al	ar
khaimah	ar
fast	en

aywa	ar
wallah	ar
ramadan	ar
kareem	ar
bas	ar
traffic	en
is	en
too	en
crazy	en
today	en

khallina	ar
nxouf	ar
ba3d	ar
al	ar
futoor	ar
for	en
some	en
gahwa	ar
and	en
dates	en

ya	ar
rab	ar
al	ar
day	en
is	en
long	en
bas	ar
sabr	ar
jamil	ar

sho	ar
baddik	ar
tشتري	ar
lah	ar
labsa	ar
eid	ar
shopping	en
trip	en
tomorrow	en

yalla	ar
guys	en
let	en
us	en
go	en
nshoof	ar
al	ar
fireworks	en
fi	ar
dubai	ne

ana	ar
tired	en
min	ar
al	ar
cooking	en
koll	ar
al	ar
nhar	ar
for	en
family	en

eid	ar
mubarak	ar
my	en
friend	en
kol	ar
am	ar
w	ar
enta	ar
bikhair	ar

ween	ar
al	ar
3idiyah	ar
malati	ar
i	en
am	en
still	en
waiting	en

shukran	ar
jazilan	ar
for	en
the	en
delicious	en
luqaimat	ar
ya	ar
7abibi	ar

ya	ar
3amm	ar
give	en
me	en
discount	en
la	ar
malabis	ar
al	ar
eid	ar

baddna	ar
nrooh	ar
market	en
fi	ar
sharjah	ne
to	en
buy	en
bakhoor	ar

khalas	ar
i	en
will	en
meet	en
you	en
3ind	ar
al	ar
mosque	en
before	en
prayer	en

ya	ar
shabab	ar
don	en
forget	en
zakat	ar
al	ar
fitr	ar
please	en

al	ar
jaww	ar
al	ar
lyom	ar
jamil	ar
perfect	en
for	en
kheyam	ar
ramadan	ar

sho	ar
ra2yik	ar
bil	ar
match	en
el	ar
lyom	ar

walaw	ar
el	ar
Ahli	ne
will	en
win	en
today	en

ma	ar
mumkin	ar
yefozon	ar
baddal	ar
defense	en
kteer	ar
weak	en

ya	ar
zamel	ar
el	ar
coach	en
lazim	ar
yghayyer	ar
el	ar
tactic	en

ana	ar
ready	en
nshoof	ar
el	ar
game	en
fee	ar
coffee	en
shop	en

yalla	ar
rooh	ar
nakol	ar
shay	ar
gabel	ar
el	ar
match	en
start	en

men	ar
betshajja3	ar
in	en
this	en
tournament	en

Real	ne
Madrid	ne
hay	ar
el	ar
sana	ar
mesh	ar
good	en

sho	ar
hada	ar
el	ar
referee	en
blind	en
wallah	ar

el	ar
player	en
da	ar
fast	en
kteer	ar
bil	ar
counter	en
attack	en

balsaraaha	ar
el	ar
stadium	en
atmosphere	en
fabulous	en

tkallam	ar
arabic	en
ya	ar
kbeer	ar
sho	ar
bik	ar

el	ar
match	en
kan	ar
boring	en
bas	ar
el	ar
goal	en
was	en
amazing	en

inshallah	ar
our	en
team	en
will	en
lift	en
el	ar
trophy	en
lyom	ar

sho	ar
had	ar
el	ar
injury	en
ya	ar
sater	ar

mesh	ar
possible	en
koll	ar
el	ar
stars	en
injured	en

ana	ar
betwaqa3	ar
draw	en
between	en
them	en

ya	ar
habibi	ar
football	en
fyh	ar
kol	ar
shi	ar
possible	en

yalla	ar
bas	ar
hurry	en
up	en
el	ar
match	en
started	en

ya	ar
shabab	ar
al	ar
wasl	ne
match	en
al	ar
leilah	ar
wala	ar
sho	ar

sho	ar
ra2ykom	ar
fi	ar
al	ar
referee	en
al	ar
yoom	ar
khala9	ar
ana	ar
shofteh	ar
clear	en
penalty	en

allah	ar
ya	ar
3inam	ar
sho	ar
ha	ar
al	ar
performance	en
al	ar
layl	ar
marra	ar
strong	en

khalfan	ne
ma	ar
sha	ar
allah	ar
3aleh	ar
best	en
player	en
al	ar
yoom	ar
wallah	ar

shabab	ar
min	ar
yebaghi	ar
ticket	en
ha	ar
al	ar
match	en
al	ar
mohemm	ar

al	ar
ain	ne
team	en
play	en
so	en
good	en
walakin	ar
al	ar
defense	en
weak	en

yalla	ar
nروح	ar
cafe	en
and	en
watch	en
real	ne
madrid	ne
match	en
now	en

hajez	ar
al	ar
table	en
in	en
al	ar
majlis	ar
before	en
al	ar
game	en
start	en

shlon	ar
al	ar
coach	en
yakhalli	ar
ha	ar
al	ar
player	en
out	en
yaani	ar
ma	ar
afham	ar

al	ar
match	en
kan	ar
habeet	ar
bas	ar
al	ar
weather	en
hot	en
marra	ar

manchester	ne
city	ne
match	en
today	en
very	en
exciting	en
ya	ar
3yal	ar

sho	ar
al	ar
goal	en
al	ar
kabeer	ar
li	ar
saeed	ne
sajib	ar
yestahel	ar
al	ar
jaww	ar

ana	ar
baker	ar
fi	ar
al	ar
stadium	en
so	en
come	en
fast	en
habibi	ar

al	ar
jazeera	ne
club	en
will	en
win	en
al	ar
league	en
this	en
season	en
inshallah	ar

shouf	ar
al	ar
slow	en
motion	en
ha	ar
ball	en
was	en
out	en
ya	ar
rabea	ne

liysh	ar
al	ar
fans	en
not	en
come	en
today	en
al	ar
match	en
important	en
marra	ar

ya	ar
3li	ne
bring	en
water	en
and	en
snacks	en
before	en
al	ar
second	en
half	en

al	ar
injury	en
diet	ar
mallkhail	ne
is	en
big	en
loss	en
ha	ar
season	en

sho	ar
al	ar
result	en
al	ar
final	en
ana	ar
forget	en
to	en
check	en
al	ar
score	en

wonderful	en
match	en
walakin	ar
we	en
need	en
better	en
striker	en
next	en
year	en

ya	ar
jma3a	ar
ween	ar
nbiga	ar
nakol	ar
al	ar
yom	ar

ana	ar
khatri	ar
fi	ar
burger	en
men	ar
Shake	ne
Shack	ne

la	ar
khal	ar
nThend	ar
maktous	ar
machi	ar
kabsa	ar

ya	ar
akhi	ar
al	ar
jaw	ar
har	ar
ma	ar
naqdar	ar
nrooh	ar
resturant	en

talab	ar
men	ar
Talabat	ne
w	ar
khalas	ar
riya7	ar
nafsak	ar

min	ar
bi	ar
ydfa3	ar
al	ar
delivery	en
fees	en
al	ar
yom	ar

ana	ar
ba	ar
طلب	ar
pizza	en
men	ar
Pizza	ne
Hut	ne
al	ar
qareeb	ar

yallah	ar
shababi	ar
kteb	ar
orders	en
qbl	ar
ma	ar
ysad	ar
al	ar
mat3am	ar

chno	ar
ra2yak	ar
nekl	ar
mshawi	ar
w	ar
hummus	ar
har	ar

wala	ar
shi	ar
ana	ar
shba3t	ar
bas	ar
bdir	ar
kahwa	ar
sauda	ar

وين	ar
al	ar
driver	en
tawal	ar
kthir	ar
fi	ar
al	ar
shari3	ar

al	ar
akl	ar
bard	ar
kollah	ar
la	ar
azem	ar
ntshen	ar
al	ar
microwave	en

aya	ar
7abibi	ar
jib	ar
ma3ak	ar
extra	en
sauce	en
please	en

men	ar
yabi	ar
karak	ar
w	ar
chips	en
oman	ne
al	ar
9ayla	ar

al	ar
hisab	ar
طلع	ar
ghali	ar
marah	ar
al	ar
mra	ar
hathi	ar

khaliha	ar
3alay	ar
ana	ar
badfa3	ar
cash	en
la	ar
tshil	ar
ham	ar

shlon	ar
al	ar
sushi	en
al	ar
jdid	ar
fi	ar
Al	ne
Bida	ne

yakhi	ar
ma	ar
a7ib	ar
al	ar
samak	ar
ana	ar
nakhbi	ar
laham	ar

khalas	ar
twasalna	ar
al	ar
order	en
w	ar
al	ar
ri7a	ar
tahal	ar

bil	ar
afia	ar
jma3a	ar
w	ar
nshofkm	ar
ba3den	ar
fi	ar
al	ar
lail	ar

salam	ar
ya	ar
sa7bi	ar
al	ar
za7ma	ar
today	en
mort	ar
kill	en

ana	ar
stuck	en
fi	ar
shari3	ar
zayed	ne
wallah	ar
mashakil	ar

ya	ar
rajal	ar
al	ar
traffic	en
fi	ar
dubai	ne
yza3al	ar
ktir	ar

shlonik	ar
enta	ar
ween	ar
woselt	ar
qbl	ar
al	ar
accident	en

shabab	ar
fi	ar
heavy	en
traffic	en
near	en
marina	ne
take	en
another	en
exit	en

wlh	ar
al	ar
road	en
kullo	ar
waqif	ar
ma	ar
fi	ar
haraka	ar

enta	ar
metakhir	ar
la	ar
tensa	ar
al	ar
meeting	en
m3ana	ar

abu	ne
dhabi	ne
highway	en
is	en
so	en
crowded	en
al	ar
yawm	ar

ya3ni	ar
shno	ar
hal	ar
za7ma	ar
min	ar
al	ar
saba7	ar

kif	ar
al	ar
wada3	ar
3nd	ar
sheikh	ne
zayed	ne
bridge	en

ana	ar
will	en
be	en
late	en
because	en
al	ar
signal	en
khrabana	ar

yallah	ar
takhroj	ar
al	ar
jaww	ar
hraq	ar
w	ar
al	ar
sayara	ar
harra	ar

shoof	ar
google	ne
maps	ne
w	ar
shof	ar
shari3	ar
tani	ar

al	ar
police	en
sakkaro	ar
al	ar
lane	en
fa	ar
fi	ar
delay	en

ya	ar
habibi	ar
dubai	ne
traffic	en
ma	ar
yokhalas	ar
abadan	ar

ana	ar
bikhair	ar
bs	ar
z2t	ar
fi	ar
al	ar
parking	en
keteer	ar

inshalla	ar
وصلت	ar
qbl	ar
al	ar
rush	en
hour	en

ay	ar
waqt	ar
enta	ar
coming	en
al	ar
office	en
ya	ar
basha	ar

al	ar
car	en
skhnat	ar
min	ar
al	ar
wquf	ar
al	ar
taweel	ar

khalf	ar
al	ar
mall	en
fi	ar
zahmat	ar
mot	ar
dakhilak	ar

salaam	ar
ya	ar
7abibi	ar
shnub	ar
naakol	ar
el	ar
yowm	ar

i	en
am	en
so	en
hungry	en
khatry	ar
fi	ar
mandi	ar
el	ar
leila	ar

let	en
us	en
order	en
from	en
al	ne
abraj	ne
ya	ar
refeeq	ar

rabee3i	ar
gal	ar
eno	ar
talabat	ne
is	en
very	en
slow	en
today	en

ween	ar
el	ar
menu	en
el	ar
jded	ar
mte3	ar
shurba	ar

shraik	ar
nakol	ar
burger	en
min	ar
hardees	ne

khalas	ar
ana	ar
will	en
drive	en
and	en
bring	en
karak	ar
for	en
everyone	en

el	ar
khouway	ar
wants	en
to	en
order	en
pizza	en
hut	ne
now	en

wallah	ar
el	ar
machboos	ar
hnaak	ar
very	en
delicious	en
yalla	ar
rooh	ar

she	en
said	en
she	en
does	en
not	en
like	en
spicy	en
food	en
abdan	ar

kam	ar
el	ar
hisab	ar
kollo	ar
ya	ar
kashcool	ar

please	en
no	en
basal	ar
in	en
my	en
sandwich	en
ya	ar
mudeer	ar

iftah	ar
el	ar
baab	ar
el	ar
delivery	en
man	en
has	en
arrived	en

shlon	ar
el	ar
shawarma	ar
fi	ar
zomorod	ne
cafe	en

this	en
restaurant	en
is	en
fully	en
booked	en
la	ar
tgol	ar
ma	ar
golt	ar

ana	ar
abga	ar
fresh	en
laban	ar
with	en
my	en
lunch	en

bikam	ar
el	ar
chicken	en
meal	en
at	en
al	ne
baik	ne

eywa	ar
i	en
want	en
extra	en
cheese	en
w	ar
shwayt	ar
chubz	ar

la	ar
tez3ajni	ar
i	en
am	en
eating	en
fish	en
and	en
chips	en

inshaallah	ar
bukra	ar
we	en
go	en
together	en
to	en
starbucks	ne

enta	ar
rag3	ar
el	ar
bet	ar
wella	ar
lsa	ar
fe	ar
Cairo	ne
Festival	ne
City	ne

ana	ar
ra7	ar
anzel	ar
Mall	en
of	en
Arab	ne
el	ar
sa3a	ar
el	ar
kam	ar

tegy	ar
nro7	ar
City	ne
Stars	ne
bukra	ar
w	ar
naghab	ar
coffee	en
fel	ar
cinema	ar

ya	ar
sa7by	ar
el	ar
zahma	ar
bteghnany	ar
ganb	ar
Mall	en
Mohandessin	ne

zomaret	ar
el	ar
weekend	en
bda2	ar
w	ar
ana	ar
lesa	ar
mesh	ar
3aref	ar
fain	ar

yalla	ar
bena	ar
nro7	ar
The	en
District	en
nakol	ar
haga	ar
helwa	ar

enta	ar
hategy	ar
Maadi	ne
Grand	ne
Mall	en
wella	ar
haver	ar
fain	ar

ana	ar
mostany	ar
ak	ar
odam	ar
Gate	en
four	en
ya	ar
sa7b	ar
el	ar
omry	ar

el	ar
shopping	en
fe	ar
Mall	en
of	en
Egypt	ne
ta3eb	ar
gedan	ar

mesh	ar
qader	ar
ashtry	ar
haga	ar
el	ar
flos	ar
khalset	ar
kolesh	ar

fe	ar
sale	en
gamed	ar
f	ar
Zara	ne
el	ar
naharda	ar

ya	ar
nhaar	ar
aswad	ar
el	ar
traffic	en
el	ar
re7la	ar
toul	ar

tegy	ar
neg3ad	ar
fe	ar
Starbucks	ne
w	ar
netkellem	ar
shwaya	ar

ana	ar
fe	ar
el	ar
tarik	ar
raye7	ar
Dandy	ne
Mall	en
insha2allah	ar

el	ar
cinema	ar
el	ar
omry	ar
fe	ar
Mall	en
of	en
Egypt	ne
gamda	ar
gdn	ar

khod	ar
your	en
time	en
w	ar
ta3al	ar
bessora3a	ar
yalla	ar

ana	ar
da5el	ar
el	ar
supermarket	en
ashtry	ar
shwayet	ar
nagaf	ar

fen	ar
enta	ar
ya	ar
bnaty	ar
ana	ar
wast	ar
el	ar
zohom	ar

yalla	ar
na2afel	ar
el	ar
kalam	ar
w	ar
nthrk	ar
now	en

salam	ar
ya	ar
fahed	ne
raye7	ar
el	ar
gym	en
lyom	ar

ey	ar
walla	ar
ana	ar
lazem	ar
lose	en
some	en
weight	en
hatha	ar
el	ar
usbwa3	ar

kam	ar
waznik	ar
el	ar
7een	ar
ya	ar
sahbi	ar

wallah	ar
sar	ar
around	en
ninety	en
kilos	en
w	ar
el	ar
diet	en
واجد	ar
difficult	en

la	ar
tkhali	ar
amal	ar
continue	en
heavy	en
lifting	en
w	ar
kolo	ar
rah	ar
ykoon	ar
tamam	ar

shsno	ar
el	ar
workout	en
el	ar
lyom	ar
chest	en
wala	ar
back	en

lyom	ar
3andna	ar
legs	en
w	ar
shoulder	en
w	ar
el	ar
wa93	ar
bad	en

ya	ar
sater	ar
legs	en
day	en
is	en
the	en
worst	en
experience	en
ever	en

true	en
bas	ar
lazem	ar
nstamer	ar
w	ar
nwsal	ar
el	ar
goal	en

anta	ar
taakul	ar
protein	en
kwayes	ar
ba3d	ar
el	ar
exercise	en

ey	ar
shribt	ar
protein	en
shake	en
w	ar
akalt	ar
chicken	en
breast	en

mumtaz	ar
kam	ar
scoop	en
tsta3mel	ar
in	en
every	en
drink	en

bas	ar
two	en
scoops	en
w	ar
kol	ar
shey	ar
تمام	ar

enta	ar
trkoo7	ar
el	ar
gym	en
elli	ar
fi	ar
qurtuba	ne
wala	ar
ghairtha	ar

la	ar
ana	ar
aaro7	ar
ox	ne
fitness	ne
el	ar
greef	ne

ah	ar
hathak	ar
el	ar
gym	en
واجد	ar
zain	ar
w	ar
equipment	en
new	en

sa7i7	ar
bas	ar
el	ar
z7ma	ar
feeh	ar
كتير	ar
el	ar
3asr	ar

3ashan	ar
heka	ar
ana	ar
aroo7	ar
early	en
morning	en
kol	ar
yom	ar

yalla	ar
see	en
you	en
later	en
w	ar
good	en
luck	en
in	en
your	en
training	en

mashallah	ar
shukran	ar
ya	ar
habibi	ar
w	ar
inshallah	ar
nshoofak	ar
qareeb	ar

good	en
morning	en
ya	ar
shabab	ar
mata	ar
el	ar
meeting	en

ana	ar
mosh	ar
fadel	ar
alla	ar
yoshtok	ar
sho	ar
hal	ar
pressure	en

please	en
send	en
el	ar
report	en
qabla	ar
ma	ar
teji	ar
el	ar
boss	en

yaani	ar
mesh	ar
hek	ar
shoghl	ar
kolo	ar
today	en
crazy	en

shabab	ar
men	ar
hon	ar
lal	ar
meeting	en
room	en
yalla	ar
bser3a	ar

bass	ar
akhlas	ar
el	ar
call	en
bkon	ar
ma3ak	ar
habibi	ar

min	ar
badlo	ar
el	ar
meeting	en
la	ar
bukra	ar
inshaallah	ar

tayeb	ar
shou	ar
ra2yak	ar
ne3mel	ar
quick	en
sync	en
hala	ar

shoghl	ar
el	ar
department	en
keteer	ar
ta3ban	ar
w	ar
mfi	ar
w2t	ar

fadi	ne
shof	ar
el	ar
presentation	en
w	ar
red	en
eli	ar
feedback	en

ya	ar
zalami	ar
el	ar
net	en
fasel	ar
w	ar
ana	ar
in	en
meeting	en

shokran	ar
ktir	ar
ala	ar
el	ar
help	en
wallah	ar
enti	ar
mumtaz	ar

mesh	ar
moshkile	ar
bnekhes	ar
el	ar
budget	en
book	en
later	en

lih	ar
ma	ar
haka	ar
ma3	ar
el	ar
client	en
3an	ar
el	ar
project	en

shabab	ar
min	ar
wared	ar
yjeena	ar
visitor	en
el	ar
yom	ar
el	ar
jome3a	ar

aywa	ar
samet	ar
el	ar
mic	en
enta	ar
w	ar
enta	ar
fe	ar
el	ar
meeting	en

ana	ar
rayeh	ar
ashrab	ar
coffee	en
w	ar
raje3	ar
bser3a	ar

lazem	ar
nehtafal	ar
lano	ar
khasetna	ar
el	ar
deal	en
el	ar
kebire	ar

shou	ar
ra2yak	ar
nbadel	ar
el	ar
office	en
w	ar
neq3ad	ar
honik	ar

sami	ne
shof	ar
el	ar
task	en
taba3i	ar
w	ar
khallina	ar
nkhales	ar

ya	ar
shabab	ar
ween	ar
el	ar
f6oor	ar
el	ar
yom	ar
ana	ar
hungry	en

lets	en
order	en
burger	en
min	ar
Shake	ne
Shack	ne
shno	ar
raykom	ar

la	ar
ana	ar
ma	ar
abi	ar
fast	en
food	en
lets	en
get	en
machboos	ar

ya	ar
akhi	ar
el	ar
traffic	en
wade	ar
saif	ar
khlina	ar
nocode	ne
delivery	en

talabt	ar
min	ar
Talabat	ne
wela	ar
ba3ad	ar
tfaKKar	ar

walla	ar
el	ar
pizza	en
from	en
Pizza	ne
Hut	ne
is	en
very	en
ladheedh	ar

shabab	ar
min	ar
yebi	ar
karak	ar
w	ar
sanbosa	ar
min	ar
el	ar
ma9aah	ar

my	en
stomach	en
is	en
y9arikh	ar
g9om	ar
request	en
dinner	en

khal	ar
nro7	ar
new	en
restaurant	en
fi	ar
The	ne
Avenues	ne

ana	ar
diet	en
please	en
order	en
healthy	en
salad	en
bas	ar

ya	ar
habibi	ar
el	ar
bill	en
ala	ar
meeen	ar
el	ar
leela	ar

open	en
Carriage	ne
app	en
w	ar
shoof	ar
shno	ar
available	en

ghadaana	ar
el	ar
yom	ar
machboos	ar
laham	ar
men	ar
Freej	ne
Swaileh	ne

yalla	ar
hurry	en
up	en
el	ar
driver	en
w9al	ar
el	ar
baab	ar

shno	ar
ra2ykom	ar
nekol	ar
meshwi	ar
min	ar
Mais	ne
Alghanim	ne

i	en
am	en
craving	en
kabsa	ar
haar	ar
with	en
daqqoos	ar

payment	en
kuna	ar
online	en
aw	ar
cash	en
when	en
it	en
arrives	en

haadha	ar
el	ar
mat3am	ar
delicious	en
bes	ar
prices	en
very	en
ghali	ar

la	ar
tnsa	ar
el	ar
extra	en
sauce	en
w	ar
diet	en
cola	en

inshalla	ar
el	ar
order	en
ysel	ar
qabli	ar
ma	ar
joo3	ar
yeqtlni	ar

ya	ar
shabab	ar
mata	ar
el	ar
midterm	en
el	ar
jaay	ar

wallah	ar
el	ar
drills	en
kill	en
ni	ar
kol	ar
yom	ar

ana	ar
ma	ar
fahamt	ar
shi	ar
min	ar
el	ar
lecture	en

yalla	ar
nero7	ar
el	ar
library	en
together	en
now	en

wen	ar
el	ar
assignment	en
el	ar
gadeem	ar

shno	ar
ha	ar
el	ar
material	en
el	ar
9a3b	ar

inshalla	ar
all	en
of	en
us	en
pass	en
el	ar
exam	en

fa	ar
zaalat	ar
la2anno	ar
el	ar
quiz	en
kan	ar
sa3b	ar

yaani	ar
enta	ar
ma	ar
darsit	ar
at	en
all	en

habibi	ar
bring	en
your	en
notes	en
ma3ak	ar

khalas	ar
i	en
will	en
drop	en
this	en
course	en

shlon	ar
el	ar
project	en
ma3	ar
el	ar
prof	en

la	ar
taotil	ar
ni	ar
i	en
am	en
busy	en

ay	ar
hall	en
question	en
is	en
so	en
confusing	en

min	ar
fadlak	ar
send	en
el	ar
pdf	en
li	ar

dr	en
ahmad	ne
gala	ar
el	ar
final	en
is	en
hard	en

shai	ar
mashoob	ar
in	en
my	en
schedule	en

tebroo	ar
ni	ar
el	ar
university	en
exams	en

marra	ar
easy	en
el	ar
test	en
kan	ar

book	en
el	ar
room	en
fast	en
for	en
study	en

salam	ar
ya	ar
7abibi	ar
shoof	ar
el	ar
application	en
feeh	ar
discount	en

ana	ar
ra7	ar
order	en
coffee	en
min	ar
starbucks	ne
tabi	ar
shay	ar

el	ar
delivery	en
driver	en
tawa	ar
wasal	ar
el	ar
bayt	ar
yalla	ar
enzal	ar

وين	ar
win	ar
el	ar
order	en
mata	ar
yoosal	ar
ta3abat	ar
min	ar
el	ar
wait	en

ro7	ar
el	ar
جمعية	ar
jam3iya	ar
w	ar
jib	ar
milk	en
w	ar
bread	en

kam	ar
total	en
el	ar
shopping	en
baddoor	ne
dafa3	ar
el	ar
flos	ar

talabti	ar
min	ar
shein	ne
wala	ar
lsa	ar
el	ar
sale	en
خلص	ar

tayeb	ar
shno	ar
el	ar
payment	en
method	en
el	ar
mawra	ar

el	ar
mall	en
z7ma	ar
kwayis	ar
ino	ar
talabna	ar
online	en

shlon	ar
el	ar
size	en
kbeer	ar
aw	ar
small	en
el	ar
qamees	ar

fahed	ne
shafat	ar
el	ar
new	en
collection	en
fi	ar
zara	ne

ba3d	ar
shwaya	ar
ra7	ar
yoosal	ar
el	ar
courier	en
inshalla	ar

leesah	ar
ma	ar
shat	ar
el	ar
receipt	en
la	ar
ah	ar
account	en

shari	ar
jacket	en
gadeem	ar
w	ar
abi	ar
one	en
badeel	ar

salam	ar
kif	ar
halak	ar
talabit	ar
noon	ne
wislat	ar

fee	ar
khesm	ar
3ala	ar
el	ar
delivery	en
fees	en
el	ar
yom	ar

la	ar
tawsil	ar
bلاش	ar
balash	ar
kan	ar
with	en
express	en
shipping	en

shno	ar
ra2yak	ar
bel	ar
brand	en
el	ar
jadeed	ar
hatha	ar

khalas	ar
kanasl	ar
el	ar
order	en
l2ano	ar
ta2khar	ar
kteer	ar

ya3ni	ar
momken	ar
nakhuth	ar
refund	en
law	ar
el	ar
item	en
khrab	ar

yalla	ar
geez	en
el	ar
bayt	ar
3ashan	ar
net3asha	ar
sawa	ar
today	en

khala	ar
fatma	ne
will	en
bring	en
laham	ar
meshwi	ar
haween	ar

wen	ar
enta	ar
ya	ar
akhi	ar
the	en
family	en
is	en
waiting	en
at	en
dubai	ne
mall	ne

my	en
amm	ar
called	en
me	en
w	ar
gal	ar
he	en
is	en
coming	en
min	ar
bo	ne
dhabi	ne

sho	ar
ra2ykom	ar
nero7	ar
nzor	ar
jadd	ar
baker	ne
bukra	ar

